title,description,price,images_url,location
House for sale,Home house for sale,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/dq2tuigs64zj2-IN/image,"India, Telangana, Warangal, Hanamkonda"
3bhk Luxury flats Pre-launch@Wipro Circle,Premium Spacious 3bhk flats in a gated community at Gopanapalli near Wipro Circle is on Pre-launch sale,"₹ 76,22,000",https://apollo-singapore.akamaized.net:443/v1/files/drsi7uhav5ds3-IN/image,"India, Telangana, Hyderabad, Gachibowli"
New 2 BHK flat for sale.,New 2 BHK super luxury flat for sale in laxmiguda Hyderabad. Modular kitchen. Bank loan available. 2.70 lakh government subsidy. Peaceful area in fourth sides grenrey. Full water supply. Full vaastav. School and malls nearby.,"₹ 32,91,000",https://apollo-singapore.akamaized.net:443/v1/files/r5fwp1o0hjb23-IN/image,"India, Telangana, Hyderabad, Rajendra Nagar"
"2 bedrooms, semi furnished flat for rent(only vegetarians)",2 bedroom flat for rent,"₹ 17,500",https://apollo-singapore.akamaized.net:443/v1/files/gqbsdrp7un4w-IN/image,"India, Telangana, Secunderabad, Nallagutta Ramgopalpet"
G+1 HMDA VILLAS NEAR BEERAMGUDA RAMESWARAM BANDA,READY TO MOVE G+1 VILLAS AVAILABLE NEAR BEERAMGUDA RAMESWARAM BANDA..21 ACRES PROJECT GATED COMMUNITY VILLAS..ORR TO 1 KM ONLY..,"₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/dq156r9twnq33-IN/image,"India, Telangana, Hyderabad, Kukatpally"
Fully furnished studio apartment,"Fully furnished studio apartment at neknampur near Manikonda possession in 18 months, assured monthly rental 10000/month from 4month till possession","₹ 25,00,000",https://apollo-singapore.akamaized.net:443/v1/files/uu3qwqzxagzr1-IN/image,"India, Telangana, Hyderabad, Neknampur"
Super house rajupet colney  3 rooms 2 bathrooms,Urgent money,"₹ 16,00,000",https://apollo-singapore.akamaized.net:443/v1/files/toegci2me4rn1-IN/image,"India, Telangana, Bhadrachalam, MP Colony"
1 BHK for RENT in PAKABANDA BAZAR,Well maintained house with fitted lights and fans in east facing in first floor,"₹ 5,000",https://apollo-singapore.akamaized.net:443/v1/files/57n2tqllm9i2-IN/image,"India, Telangana, Khammam, Yellampalli"
Suraram Apartment flat for sale,This is GHMC approved layout24/7 security entire layout with compound wallElevating design enterance arch with gate blackstop roadsAvenue plantation water supply with dirpDesigned parks with walking tracks children playing areaUnderground drainageUnderground water pipe lines Underground electrecial cables Street lights transformer,"₹ 18,20,000",https://apollo-singapore.akamaized.net:443/v1/files/eyajr2r30v7f1-IN/image,"India, Telangana, Hyderabad, Suraram"
3BHK FOR RENT IN BANJARA HILLS ROAD NO-12,"3BHK FOR RENT in Banjarahills Road no-12 North facing,1900sft,2parking,modular kitchen,Balcony,Geysers, Lift,Generator,very close to main road Hospitals,shoping malls and super markets,24/7 water and power,Located in peaceful area,24/7 Security.          RENT 35000/- DEPOSIT - 2 MONTHS","₹ 35,000",https://apollo-singapore.akamaized.net:443/v1/files/izw4juejrnu02-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
Villa for sale Gated community at Kollur near ORR 9000 pr sft,"Villa for sale at Kollur in Gated communityvilla size 2834 sq ft areaVilla size 2942 sq ft areaPer yard price 9000Location:100 away from ORR service Road1 km from ORR exit/ Junction20 min away from Gachibowli Financial District2 mins  from Samashti Intl. School5 mins from Birla Open minds School15 mins from Oakridge Intl. School15 mins from ISB Hyderabad15 mins from Gachibowli IT HUB25 mins from Hyderabad Intl. schoolAmenities:43000 sft CLUBHOUSEGrand Reception area with waiting LagouneSwimming pool with party deck areasBadminton CourtsFully Equipped GymnasiumIndoor games roomCafateriaSeprate Spa, Sauna, Jacuzzi and Massage roomsArobics ,Yoga, Meditation roomContact: Mr Mishra","₹ 2,55,00,000",https://apollo-singapore.akamaized.net:443/v1/files/fmlwmyzy65at1-IN/image,"India, Telangana, Hyderabad, Gachibowli"
"Nagole Bus Road Beside RS/-40,000 Rental ( G+2 with Pent House )","112 SQ YADSNORTH FACE( G+2 ) with Pent House3 years BuildingRent Value RS/- 30,000LOCATIONNagoleAnand Nagar ChowrastaAditya Colony3 km From Nagole Main Centrewith all amenitiesCar ParkingMarble Flooring & Fall CeilingFull Transportation24 hours water facility  Around All Facilities AvailableClear title PropertySpot  Registrationas per vastLoan Available From All BanksBest Price ( RS/- 1.20 CRORE )","₹ 1,25,00,000",https://apollo-singapore.akamaized.net:443/v1/files/1ofm93e5gwbg-IN/image,"India, Telangana, Hyderabad, Nagole"
Yapral new duplex house for sell near hanuman temple,Yapral new duplex house for sell near hanuman temple 150 syds east facing 1 cr 16 lakhs neg,"₹ 1,16,00,000",https://apollo-singapore.akamaized.net:443/v1/files/qwuiinh6p4931-IN/image,"India, Telangana, Hyderabad, Yapral"
3BHK FOR RENT IN BANJARA HILLS ROAD NO-12,"3BHK for Rent in Banjarahills,Road no-12,1st floor,Drawing Room,pooja room,2Balconies,wash area,attached wash rooms,bug hall,Lift,parking,garden area,24/7 Security,very Close to main road and Located in Peaceful area.                 RENT - 70,000/-","₹ 70,000",https://apollo-singapore.akamaized.net:443/v1/files/uvrdhyflofns-IN/image,"India, Telangana, Hyderabad, Banjara Hills"
Single Bedroom,1BHK in Saraswathi Nagar behind Apollo Reach,"₹ 5,000",https://apollo-singapore.akamaized.net:443/v1/files/eqi8i6t1oq763-IN/image,"India, Telangana, Karimnagar, Saraswathi Nagar"
Khammam bhurahanpuram,Rent for 2 rooms,"₹ 3,600",https://apollo-singapore.akamaized.net:443/v1/files/3g4xzmrdudp32-IN/image,"India, Telangana, Khammam, Burahanpuram"
Pre launching offer 2BHK apartment Flats in luxury Gated community,"2 and 3BHK apartment Flats in luxury Gated community @Aminpur-Chanda nagar5km from Miyapur metro station, Chanda nagar central mall to just 2kmLuxury Gated community 20 acres,G+32 floors, 10 Towers, 2 bhk sizes 1205sft3BHK-1550 sft and 1650sft and above ,Pre launching offer is going on 2800/per sft including all All luxury amenities are available Call us for more details","₹ 33,74,000",https://apollo-singapore.akamaized.net:443/v1/files/bemk6qrkuj9y-IN/image,"India, Telangana, Hyderabad, Chanda Nagar"
"House for sale in a prime location, opp RTO Office at Ballaguda","G+1 House for sale in a prime location, opp RTO Office at Ballaguda with very good facing. Ground floor 2Bhk, Hall, Kitchen and bathroom... 1st floor pillars are raised...","₹ 45,00,000",https://apollo-singapore.akamaized.net:443/v1/files/4eiuzpibze0o1-IN/image,"India, Telangana, Hyderabad, Bandlaguda"
Independent House 295 sq yards old construction,Old Safilguda road 50 ft . North facing,"₹ 45,000",https://apollo-singapore.akamaized.net:443/v1/files/4mxv1oadeqwq2-IN/image,"India, Telangana, Hyderabad, Malkajgiri"
"G+2,pent house Building","Price is negotiable a bit. I live in the ground floor. I get 25,000 as RENTS of rooms every month. 2 Manjeera water connections, 1 borewell, 5 current meters. G+2,pent house","₹ 1,23,00,000",https://apollo-singapore.akamaized.net:443/v1/files/0bfbd67tb4m53-IN/image,"India, Telangana, Hyderabad, Jeedimetla"
2 BHK flat in sale near Shivam Road papaji Dhaba,2 BHK flat in Shivam Road with car parking and lift 24 hours water service near main road,"₹ 62,00,000",https://apollo-singapore.akamaized.net:443/v1/files/417fhcjifv431-IN/image,"India, Telangana, Hyderabad, Shivam Road"
"At Patancheru 2,3Bhk Flats in Gated Community Apart","Gated Community Apartments at Patancheru 1,2,3 BHK Flats available","₹ 28,66,500",https://apollo-singapore.akamaized.net:443/v1/files/6oo0bpu0dzcs1-IN/image,"India, Telangana, Hyderabad, Beeramguda"
Independent bungalow in eishwar puri coloney near sanik puri,300 s yards duble story building in eishwar puri coloney near sanikpuri west facing  immediately for sale,"₹ 1,80,00,000",https://apollo-singapore.akamaized.net:443/v1/files/3uiosbei9so6-IN/image,"India, Telangana, Secunderabad, Kaka Guda Gruha Laxmi Colony"
Sharing room for students.. it's in nice location and no disturbances,Room is nice place no pollution and no disturbances,"₹ 3,500",https://apollo-singapore.akamaized.net:443/v1/files/mw0t6xazbjdn2-IN/image,"India, Telangana, Hyderabad, Domalguda"
"133 Sqyds , Furnished 2 BHK Independent House for Sale","Balaji hills , near Uppal133 yds2Bhk Independent HouseWith Cupboard WorksCar parking78 lacsNo brokers please","₹ 78,00,000",https://apollo-singapore.akamaized.net:443/v1/files/d7bayeazffhm-IN/image,"India, Telangana, Hyderabad, Uppal"
"600 Sqyds, Single Bedroom Flat For Sale in Boduppal","600 Sft, Single Bedroom FlatBoduppal, 18 lacsNo brokers please","₹ 18,00,000",https://apollo-singapore.akamaized.net:443/v1/files/vwir8hww3nri2-IN/image,"India, Telangana, Hyderabad, Boduppal"
Pre launching Hi-Rise Luxury Apartment flats in Mega gated community,"Hi Rise Luxury Apartment flats in Mega Gated Community with 5star Amenities @Aminpur-Chanda nagar5km from Miyapur metro station,20acres ,G+32 floors,10 towers,Total 3600 flatsLocation : Just beside : IT / ITES SEZ (10 Acres) ,   PJR Enclave Road, Back side of Janapriya ApartmentsChandanagar, Near Miyapur.Pre Launching offer Price UPFRONT PAYMENT*(100% Payment , )  Sft Area & Price :     2BHK : 1205 Sft ,     3BHK: 1640 Sft . *₹2700/_ West*, & *₹2800/_ East* Hi_rise Charges : ₹ 20/-from 6th floor onwards on base price *_Total Cost_*: *2 BHK : 1205 Sft* *Price: 33 Lakhs* ( Including Car parking nd Club house Amenities) of*3 BHK : 1425sft  -  price 37 Lakhs** *3 BHK  1615sft   -   price 42 lakhs**3 BHK  1640Sft  -    price45 Lakhs* *3 BHK  1980sft. -     price-55 lakhs* ( Including Car parking nd Club house Amenities)call us for booking..","₹ 39,00,000",https://apollo-singapore.akamaized.net:443/v1/files/vkjaa1gw1t62-IN/image,"India, Telangana, Hyderabad, Aminpur"
Ready to move Independent houses(G+1)@Patancheru-Rameswarambanda,"Independent Houses Ready to move in 4months @Patancheru-Rameswaram Banda,21acres Gated community,From patancheru busstand just 4km,From orr 2km 110 t sq yards land-1800sft builtup area,125 sq yards 2060 sft builtup area, 150 sq yards land ,2360 builtup area, Call us for more details","₹ 72,00,000",https://apollo-singapore.akamaized.net:443/v1/files/sgu9drmqgapi3-IN/image,"India, Telangana, Hyderabad, Patancheru"
Ready to move independent houses(G+1)@Patancheru-Indhresam,"Ready to move Independent houses(G+1)in gated community @Patancheru-Rameswaram banda ,near Indhresam,From ORR just 2km,Patancheru busstand to just 4km,110 sq yards land-1800 sft builtup area,125 sq yards land-2060 sft builtup area,150 sq yards land-2360 sft builtup area,call us for more details.","₹ 75,00,000",https://apollo-singapore.akamaized.net:443/v1/files/0boqhsb4g27j1-IN/image,"India, Telangana, Hyderabad, Patancheru"
"New Luxurious 1025 Sft , 2 BHK Flats ready to move In Uppal","Uppal, Swaroop NagarNew Flats for Sale1025 & 1015 SftVery near to all AmenitiesCar ParkingEast & North Facing4500/- per Sft3.5 lacs for Car ParkingAnd Amenities","₹ 49,00,000",https://apollo-singapore.akamaized.net:443/v1/files/g7sc43ramd1t3-IN/image,"India, Telangana, Hyderabad, Uppal"
2bhk rent in ameenpur,Ñnnnnnnnnnnnnnnnnnn.,"₹ 8,500",https://apollo-singapore.akamaized.net:443/v1/files/swpbbvi63aax2-IN/image,"India, Telangana, Hyderabad, Serilingampally"
"140 Sqyds, G+1 House for Sale near Ntr Statue, Boduppal",140 sqyds East facingG+1 BuildingBoduppal95 cr,"₹ 95,00,000",https://apollo-singapore.akamaized.net:443/v1/files/r0zm7hhn31te2-IN/image,"India, Telangana, Hyderabad, Boduppal"
East facing 167 Sqyds Luxurious New G+1 Building near Uppal,"Gayatri nagar, nearVenkateswara Temple, Uppal167 Sqyds, G+1 New BuildingEast Facing1.36 crNo brokers please","₹ 1,38,00,000",https://apollo-singapore.akamaized.net:443/v1/files/19y3r8mu80l32-IN/image,"India, Telangana, Hyderabad, Uppal"
prelaunch offer 2bhk 48laks at miyapur,"Prelaunch offer@Miyapurgated community1000flats 9towersG+13floors2bhk,3bhk1210 to 1940sft availble","₹ 48,00,000",https://apollo-singapore.akamaized.net:443/v1/files/1lk028zj736g2-IN/image,"India, Telangana, Hyderabad, Miyapur"
flat for sale at gandimisamma 26laks,"flat for sale@gandimisamma700flatsHMDA,RERA approvedGated community2bhk-26lak3bhk-40lakFree(carparking+amentities+registration+GST)","₹ 27,00,000",https://apollo-singapore.akamaized.net:443/v1/files/mmwswvep2wr91-IN/image,"India, Telangana, Hyderabad, Gandi Maisamma"
